Cameron Healthcare Partners - General Ledger
January 1 - December 31, 2025

Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Party,Remarks
2025-07-15,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Soon Hyouk Lee. Payroll run: Jul 1st - Jul 15th: Cameron Healthcare Partners L
2025-07-15,420104 - Salary - CHP,"3,958.33",,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Jul 15th: Cameron Healthcare Pa
2025-07-15,420104 - Salary - CHP,"3,125.00",,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Salary for Jonathan Venuto. Payroll run: Jul 1st - Jul 15th: Cameron Healthcare Partners 
2025-07-15,420131 - Social Security - Employer - CHP,167.17,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Soon Hyouk Lee. Payroll run: Jul 1st - Jul 15th: Cameron H
2025-07-15,420131 - Social Security - Employer - CHP,230.62,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Jul 15th: C
2025-07-15,420131 - Social Security - Employer - CHP,193.75,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Social Security - Employer for Jonathan Venuto. Payroll run: Jul 1st - Jul 15th: Cameron 
2025-07-15,420132 - Employer Medicare Tax - CHP,39.10,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Soon Hyouk Lee. Payroll run: Jul 1st - Jul 15th: Cameron Health
2025-07-15,420132 - Employer Medicare Tax - CHP,53.94,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Jul 15th: Camero
2025-07-15,420132 - Employer Medicare Tax - CHP,45.31,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Employer Medicare Tax for Jonathan Venuto. Payroll run: Jul 1st - Jul 15th: Cameron Healt
2025-07-15,420134 - State Unemployment Insurance Tax - CT - CHP,68.75,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - CT for Soon Hyouk Lee. Payroll run: Jul 1st - Jul 15th
2025-07-15,420135 - NJ Work Force Development/Supplemental Work Force - CHP,3.67,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Workforce Development/Supplemental Workforce Funds for Jonathan Venuto. Payrol
2025-07-15,420136 - State Unemployment Insurance Tax - NJ - CHP,93.20,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - NJ for Jonathan Venuto. Payroll run: Jul 1st - Jul 15t
2025-07-15,420137 - New Jersey Employer SDI - CHP,15.63,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New Jersey Employer SDI for Jonathan Venuto. Payroll run: Jul 1st - Jul 15th: Cameron Hea
2025-07-15,420138 - New York Re-Employment Service Fund - CHP,2.97,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] New York Re-Employment Service Fund for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Ju
2025-07-15,420139 - State Unemployment Insurance Tax - NY - CHP,159.32,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] State Unemployment Insurance Tax - NY for Vanessa Jane Quesnelle. Payroll run: Jul 1st - 
2025-07-15,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Soon Hyouk Lee. Payroll run: Jul 1st - Jul 
2025-07-15,420153 - Medical Deductions - Employer Contribution Expenses - CHP,250.00,,Journal Entry,ACC-JV-2025-00708,"111006 - Mercury Checking (CHP-4128) - CHP, 211711 - Medical Deductions - Employer Contribution Liabilities - CHP, 420199 - Garnishment and Taxes not paid by Rippling - CHP, 211722 - Dental Deductions - Employee Deduction Liabilities - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,[Rippling] Medical Deductions (contribution) expense for Vanessa Jane Quesnelle. Payroll run: Jul 1s
2025-07-15,420199 - Garnishment and Taxes not paid by Rippling - CHP,,1.30,Journal Entry,ACC-JV-2025-00708,"420104 - Salary - CHP, 420132 - Employer Medicare Tax - CHP, 420131 - Social Security - Employer - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420134 - State Unemployment Insurance Tax - CT - CHP",,[Rippling] SDI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Jul 15th: Cameron
2025-07-15,420199 - Garnishment and Taxes not paid by Rippling - CHP,,15.36,Journal Entry,ACC-JV-2025-00708,"420104 - Salary - CHP, 420132 - Employer Medicare Tax - CHP, 420131 - Social Security - Employer - CHP, 420138 - New York Re-Employment Service Fund - CHP, 420139 - State Unemployment Insurance Tax - NY - CHP, 420153 - Medical Deductions - Employer Contribution Expenses - CHP, 420137 - New Jersey Employer SDI - CHP, 420135 - NJ Work Force Development/Supplemental Work Force - CHP, 420136 - State Unemployment Insurance Tax - NJ - CHP, 420134 - State Unemployment Insurance Tax - CT - CHP",,[Rippling] FLI Withholding - NY for Vanessa Jane Quesnelle. Payroll run: Jul 1st - Jul 15th: Cameron
2025-07-16,111006 - Mercury Checking (CHP-4128) - CHP,,"1,000.00",Journal Entry,ACC-JV-2025-00514,420272 - Care RCM (Peter Park) - CHP,,Note: Payoneer Inc.
2025-07-16,111006 - Mercury Checking (CHP-4128) - CHP,,46.04,Journal Entry,ACC-JV-2025-00515,420214 - Software & Apps - CHP,,Note: Slack
2025-07-16,111006 - Mercury Checking (CHP-4128) - CHP,,839.00,Journal Entry,ACC-JV-2025-00516,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-07-16,111006 - Mercury Checking (CHP-4128) - CHP,105.44,,Journal Entry,ACC-JV-2025-00517,121303 - Custom Software or App - CHP,,Note: Upwork
2025-07-16,121303 - Custom Software or App - CHP,,105.44,Journal Entry,ACC-JV-2025-00517,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Upwork
2025-07-16,420214 - Software & Apps - CHP,46.04,,Journal Entry,ACC-JV-2025-00515,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Slack
2025-07-16,420272 - Care RCM (Peter Park) - CHP,"1,000.00",,Journal Entry,ACC-JV-2025-00514,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Payoneer Inc.
2025-07-16,420321 - Social Media - Meta - CHP,839.00,,Journal Entry,ACC-JV-2025-00516,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-07-17,111006 - Mercury Checking (CHP-4128) - CHP,,"1,139.00",Journal Entry,ACC-JV-2025-00511,"420153 - Medical Deductions - Employer Contribution Expenses - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: BENEFITHEALTHPLA
2025-07-17,111006 - Mercury Checking (CHP-4128) - CHP,,829.00,Journal Entry,ACC-JV-2025-00512,"420153 - Medical Deductions - Employer Contribution Expenses - CHP, 211721 - Medical Deductions - Employee Deduction Liabilities - CHP",,Note: BENEFITHEALTHPLA
2025-07-17,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00513,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-07-17,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,639.00,,Journal Entry,ACC-JV-2025-00511,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-07-17,211721 - Medical Deductions - Employee Deduction Liabilities - CHP,329.00,,Journal Entry,ACC-JV-2025-00512,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-07-17,420153 - Medical Deductions - Employer Contribution Expenses - CHP,500.00,,Journal Entry,ACC-JV-2025-00511,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-07-17,420153 - Medical Deductions - Employer Contribution Expenses - CHP,500.00,,Journal Entry,ACC-JV-2025-00512,111006 - Mercury Checking (CHP-4128) - CHP,,Note: BENEFITHEALTHPLA
2025-07-17,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00513,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-07-18,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,500.00,,Journal Entry,ACC-JV-2025-00717,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-07-18,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,500.00,,Journal Entry,ACC-JV-2025-00718,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-07-18,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,500.00,Journal Entry,ACC-JV-2025-00717,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-07-18,420153 - Medical Deductions - Employer Contribution Expenses - CHP,,500.00,Journal Entry,ACC-JV-2025-00718,211711 - Medical Deductions - Employer Contribution Liabilities - CHP,,Note: Recategorizing the expense debit originally to being a debit to the 211711 employer contributi
2025-07-22,111006 - Mercury Checking (CHP-4128) - CHP,,862.00,Journal Entry,ACC-JV-2025-00509,420321 - Social Media - Meta - CHP,,Note: Facebook
2025-07-22,111006 - Mercury Checking (CHP-4128) - CHP,,12.72,Journal Entry,ACC-JV-2025-00510,420214 - Software & Apps - CHP,,Note: Microsoft
2025-07-22,420214 - Software & Apps - CHP,12.72,,Journal Entry,ACC-JV-2025-00510,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Microsoft
2025-07-22,420321 - Social Media - Meta - CHP,862.00,,Journal Entry,ACC-JV-2025-00509,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Facebook
2025-07-23,111006 - Mercury Checking (CHP-4128) - CHP,,"5,077.00",Journal Entry,ACC-JV-2025-00507,420217 - MB Strategy Group - Billing and PA - CHP,,Note: MB STRATEGY GROU
2025-07-23,111006 - Mercury Checking (CHP-4128) - CHP,,289.89,Journal Entry,ACC-JV-2025-00508,420221 - Indeed Expense - CHP,,Note: Indeed
2025-07-23,420217 - MB Strategy Group - Billing and PA - CHP,"5,077.00",,Journal Entry,ACC-JV-2025-00507,111006 - Mercury Checking (CHP-4128) - CHP,,Note: MB STRATEGY GROU
2025-07-23,420221 - Indeed Expense - CHP,289.89,,Journal Entry,ACC-JV-2025-00508,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Indeed
2025-07-24,111006 - Mercury Checking (CHP-4128) - CHP,,503.53,Journal Entry,ACC-JV-2025-00505,420061 - Business Insurance - CHP,,Note: SHELTERPOINT
2025-07-24,111006 - Mercury Checking (CHP-4128) - CHP,,22.87,Journal Entry,ACC-JV-2025-00506,420214 - Software & Apps - CHP,,Note: Roam HQ
2025-07-24,420061 - Business Insurance - CHP,503.53,,Journal Entry,ACC-JV-2025-00505,111006 - Mercury Checking (CHP-4128) - CHP,,Note: SHELTERPOINT
2025-07-24,420214 - Software & Apps - CHP,22.87,,Journal Entry,ACC-JV-2025-00506,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Roam HQ
2025-07-27,111006 - Mercury Checking (CHP-4128) - CHP,,500.00,Journal Entry,ACC-JV-2025-00504,420306 - Google Search Ad Spend - CHP,,Note: Google
2025-07-27,420306 - Google Search Ad Spend - CHP,500.00,,Journal Entry,ACC-JV-2025-00504,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Google
2025-07-28,111006 - Mercury Checking (CHP-4128) - CHP,,224.07,Journal Entry,ACC-JV-2025-00501,211799 - Payroll Clearing Account - CHP,,Note: Nu Era Benefits
2025-07-28,111006 - Mercury Checking (CHP-4128) - CHP,,"7,799.47",Journal Entry,ACC-JV-2025-00502,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-07-28,111006 - Mercury Checking (CHP-4128) - CHP,,"2,673.97",Journal Entry,ACC-JV-2025-00503,211799 - Payroll Clearing Account - CHP,,Note: RIPPLING PAYMENT
2025-07-28,111006 - Mercury Checking (CHP-4128) - CHP,"7,799.47",,Journal Entry,ACC-JV-2026-00330,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00502. Payroll clearing correction: Jul 16-31 (net pay)
2025-07-28,111006 - Mercury Checking (CHP-4128) - CHP,"2,673.97",,Journal Entry,ACC-JV-2026-00331,211799 - Payroll Clearing Account - CHP,,Note: Clearing correction for ACC-JV-2025-00503. Payroll clearing correction: Jul 16-31 (taxes)
2025-07-28,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,224.07,,Journal Entry,ACC-JV-2026-00360,211799 - Payroll Clearing Account - CHP,,Note: Nu Era resolution for ACC-JV-2025-00501. Nu Era Benefits Jul - clear from 211799 to 211722
2025-07-28,211799 - Payroll Clearing Account - CHP,224.07,,Journal Entry,ACC-JV-2025-00501,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Nu Era Benefits
2025-07-28,211799 - Payroll Clearing Account - CHP,"7,799.47",,Journal Entry,ACC-JV-2025-00502,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-07-28,211799 - Payroll Clearing Account - CHP,"2,673.97",,Journal Entry,ACC-JV-2025-00503,111006 - Mercury Checking (CHP-4128) - CHP,,Note: RIPPLING PAYMENT
2025-07-28,211799 - Payroll Clearing Account - CHP,,"7,799.47",Journal Entry,ACC-JV-2026-00330,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00502. Payroll clearing correction: Jul 16-31 (net pay)
2025-07-28,211799 - Payroll Clearing Account - CHP,,"2,673.97",Journal Entry,ACC-JV-2026-00331,111006 - Mercury Checking (CHP-4128) - CHP,,Note: Clearing correction for ACC-JV-2025-00503. Payroll clearing correction: Jul 16-31 (taxes)
2025-07-28,211799 - Payroll Clearing Account - CHP,,224.07,Journal Entry,ACC-JV-2026-00360,211722 - Dental Deductions - Employee Deduction Liabilities - CHP,,Note: Nu Era resolution for ACC-JV-2025-00501. Nu Era Benefits Jul - clear from 211799 to 211722
