Posting Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Remarks
"2025-05-05","111004 - Mercury Checking (CP-0942) - CO",0.00,5000.00,"Journal Entry","ACC-JV-2026-00256","218000 - Subscription / Equity Commitment Payable - CO","Note: Equity transfer CO -> CHP $5,000 (2025-05-05)"
"2025-12-31","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",15000.00,0.00,"Journal Entry","ACC-JV-2026-00258","215001 - Due/From Owner Short Term (Soon Lee) - CO","Note: Reclassification: $15,000 of amount due to Jonathan Venuto reclassified to Soon Hyouk Lee reflecting cash contributions made by Soon Hyouk Lee that flowed through Jonathan Venuto into Cameron One. Contributions: $5,000 on 2025-01-19 (approx.), $5,000 on 2025-02-15 (approx.), $5,000 on 2025-03-05. Bags o cash."
"2025-12-31","215001 - Due/From Owner Short Term (Soon Lee) - CO",0.00,15000.00,"Journal Entry","ACC-JV-2026-00258","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO","Note: Reclassification: $15,000 of amount due to Jonathan Venuto reclassified to Soon Hyouk Lee reflecting cash contributions made by Soon Hyouk Lee that flowed through Jonathan Venuto into Cameron One. Contributions: $5,000 on 2025-01-19 (approx.), $5,000 on 2025-02-15 (approx.), $5,000 on 2025-03-05. Bags o cash."
"2025-12-01","212004 - Mercury Credit Card (CP) - CO",543.00,0.00,"Journal Entry","ACC-JV-2026-00267","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $543.00"
"2025-12-01","111004 - Mercury Checking (CP-0942) - CO",0.00,543.00,"Journal Entry","ACC-JV-2026-00267","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $543.00"
"2025-11-01","212004 - Mercury Credit Card (CP) - CO",982.51,0.00,"Journal Entry","ACC-JV-2026-00266","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $982.51"
"2025-11-01","111004 - Mercury Checking (CP-0942) - CO",0.00,982.51,"Journal Entry","ACC-JV-2026-00266","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $982.51"
"2025-10-01","212004 - Mercury Credit Card (CP) - CO",436.15,0.00,"Journal Entry","ACC-JV-2026-00265","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $436.15"
"2025-10-01","111004 - Mercury Checking (CP-0942) - CO",0.00,436.15,"Journal Entry","ACC-JV-2026-00265","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $436.15"
"2025-09-01","212004 - Mercury Credit Card (CP) - CO",424.91,0.00,"Journal Entry","ACC-JV-2026-00264","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $424.91"
"2025-09-01","111004 - Mercury Checking (CP-0942) - CO",0.00,424.91,"Journal Entry","ACC-JV-2026-00264","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $424.91"
"2025-08-01","212004 - Mercury Credit Card (CP) - CO",475.13,0.00,"Journal Entry","ACC-JV-2026-00263","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $475.13"
"2025-08-01","111004 - Mercury Checking (CP-0942) - CO",0.00,475.13,"Journal Entry","ACC-JV-2026-00263","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $475.13"
"2025-07-01","212004 - Mercury Credit Card (CP) - CO",295.10,0.00,"Journal Entry","ACC-JV-2026-00262","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $295.10"
"2025-07-01","111004 - Mercury Checking (CP-0942) - CO",0.00,295.10,"Journal Entry","ACC-JV-2026-00262","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $295.10"
"2025-06-01","212004 - Mercury Credit Card (CP) - CO",215.15,0.00,"Journal Entry","ACC-JV-2026-00261","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $215.15"
"2025-06-01","111004 - Mercury Checking (CP-0942) - CO",0.00,215.15,"Journal Entry","ACC-JV-2026-00261","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $215.15"
"2025-05-03","212004 - Mercury Credit Card (CP) - CO",39.00,0.00,"Journal Entry","ACC-JV-2026-00260","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY payment $39.00"
"2025-05-03","111004 - Mercury Checking (CP-0942) - CO",0.00,39.00,"Journal Entry","ACC-JV-2026-00260","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY payment $39.00"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",49.17,0.00,"Journal Entry","ACC-JV-2026-00271","Mercury Bank","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00043 (Apr 17 CC payment $49.17 posted twice by Replit automated import)"
"2025-04-30","212004 - Mercury Credit Card (CP) - CO",0.00,49.17,"Journal Entry","ACC-JV-2026-00271","111004 - Mercury Checking (CP-0942) - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00043 (Apr 17 CC payment $49.17 posted twice by Replit automated import)"
"2025-04-30","321001 - Credit Card Rewards - CO",0.74,0.00,"Journal Entry","ACC-JV-2026-00270","111004 - Mercury Checking (CP-0942) - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00042 (Apr 17 cashback $0.74 posted twice by Replit automated import)"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",0.00,0.74,"Journal Entry","ACC-JV-2026-00270","321001 - Credit Card Rewards - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00042 (Apr 17 cashback $0.74 posted twice by Replit automated import)"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",17.96,0.00,"Journal Entry","ACC-JV-2026-00269","Mercury Bank","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00046 (Apr 16 CC payment $17.96 posted twice by Replit automated import)"
"2025-04-30","212004 - Mercury Credit Card (CP) - CO",0.00,17.96,"Journal Entry","ACC-JV-2026-00269","111004 - Mercury Checking (CP-0942) - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00046 (Apr 16 CC payment $17.96 posted twice by Replit automated import)"
"2025-04-30","321001 - Credit Card Rewards - CO",0.27,0.00,"Journal Entry","ACC-JV-2026-00268","111004 - Mercury Checking (CP-0942) - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00045 (Apr 16 cashback $0.27 posted twice by Replit automated import)"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",0.00,0.27,"Journal Entry","ACC-JV-2026-00268","321001 - Credit Card Rewards - CO","Note: Correction: Reverse duplicate import entry ACC-JV-2025-00045 (Apr 16 cashback $0.27 posted twice by Replit automated import)"
"2025-05-21","420083 - Team Meals - CO",18.77,0.00,"Journal Entry","ACC-JV-2026-00286","Mercury Bank","Note: Jamesbrew Cafe"
"2025-05-21","212004 - Mercury Credit Card (CP) - CO",0.00,18.77,"Journal Entry","ACC-JV-2026-00286","420083 - Team Meals - CO","Note: Jamesbrew Cafe"
"2025-05-16","123001 - Intercompany Loans Receivable - CHP - CO",45.41,0.00,"Journal Entry","ACC-JV-2026-00298","Mercury Bank","Note: Slack"
"2025-05-16","212004 - Mercury Credit Card (CP) - CO",0.00,45.41,"Journal Entry","ACC-JV-2026-00298","Cameron Healthcare Partners LLC","Note: Slack"
"2025-05-15","434003 - Local Transportation - CO",14.00,0.00,"Journal Entry","ACC-JV-2026-00287","Mercury Bank","Note: Metropolitan Transportation Authority"
"2025-05-15","212004 - Mercury Credit Card (CP) - CO",0.00,14.00,"Journal Entry","ACC-JV-2026-00287","434003 - Local Transportation - CO","Note: Metropolitan Transportation Authority"
"2025-05-13","123001 - Intercompany Loans Receivable - CHP - CO",370.00,0.00,"Journal Entry","ACC-JV-2026-00299","111004 - Mercury Checking (CP-0942) - CO","Note: Wilson Sonsini (Wilson Sonsini Goodrich & Rosati PC)"
"2025-05-13","111004 - Mercury Checking (CP-0942) - CO",0.00,370.00,"Journal Entry","ACC-JV-2026-00299","Cameron Healthcare Partners LLC","Note: Wilson Sonsini (Wilson Sonsini Goodrich & Rosati PC)"
"2025-05-09","123001 - Intercompany Loans Receivable - CHP - CO",25.95,0.00,"Journal Entry","ACC-JV-2026-00300","Mercury Bank","Note: Notion"
"2025-05-09","212004 - Mercury Credit Card (CP) - CO",0.00,25.95,"Journal Entry","ACC-JV-2026-00300","Cameron Healthcare Partners LLC","Note: Notion"
"2025-05-06","420083 - Team Meals - CO",17.72,0.00,"Journal Entry","ACC-JV-2026-00288","Mercury Bank","Note: Filicori Zecchini"
"2025-05-06","212004 - Mercury Credit Card (CP) - CO",0.00,17.72,"Journal Entry","ACC-JV-2026-00288","420083 - Team Meals - CO","Note: Filicori Zecchini"
"2025-05-03","111004 - Mercury Checking (CP-0942) - CO",1.20,0.00,"Journal Entry","ACC-JV-2026-00289","321001 - Credit Card Rewards - CO","Note: Mercury IO Cashback"
"2025-05-03","321001 - Credit Card Rewards - CO",0.00,1.20,"Journal Entry","ACC-JV-2026-00289","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury IO Cashback"
"2025-05-02","123001 - Intercompany Loans Receivable - CHP - CO",9.15,0.00,"Journal Entry","ACC-JV-2026-00302","Mercury Bank","Note: Google Workspace"
"2025-05-02","212004 - Mercury Credit Card (CP) - CO",0.00,9.15,"Journal Entry","ACC-JV-2026-00302","Cameron Healthcare Partners LLC","Note: Google Workspace"
"2025-05-02","123001 - Intercompany Loans Receivable - CHP - CO",15.31,0.00,"Journal Entry","ACC-JV-2026-00301","Mercury Bank","Note: Google Workspace"
"2025-05-02","212004 - Mercury Credit Card (CP) - CO",0.00,15.31,"Journal Entry","ACC-JV-2026-00301","Cameron Healthcare Partners LLC","Note: Google Workspace"
"2025-05-01","420214 - Software & Apps - CO",16.34,0.00,"Journal Entry","ACC-JV-2026-00290","Mercury Bank","Note: DocuSign"
"2025-05-01","212004 - Mercury Credit Card (CP) - CO",0.00,16.34,"Journal Entry","ACC-JV-2026-00290","420214 - Software & Apps - CO","Note: DocuSign"
"2025-04-30","420002 - Building & Property Rent - CO",39.00,0.00,"Journal Entry","ACC-JV-2026-00292","Mercury Bank","Note: WeWork"
"2025-04-30","212004 - Mercury Credit Card (CP) - CO",0.00,39.00,"Journal Entry","ACC-JV-2026-00292","420002 - Building & Property Rent - CO","Note: WeWork"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",13.21,0.00,"Journal Entry","ACC-JV-2026-00291","321001 - Credit Card Rewards - CO","Note: Mercury IO Cashback"
"2025-04-30","321001 - Credit Card Rewards - CO",0.00,13.21,"Journal Entry","ACC-JV-2026-00291","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury IO Cashback"
"2025-04-26","420083 - Team Meals - CO",28.62,0.00,"Journal Entry","ACC-JV-2026-00293","Mercury Bank","Note: Kalas Coffee"
"2025-04-26","212004 - Mercury Credit Card (CP) - CO",0.00,28.62,"Journal Entry","ACC-JV-2026-00293","420083 - Team Meals - CO","Note: Kalas Coffee"
"2025-04-25","420083 - Team Meals - CO",40.60,0.00,"Journal Entry","ACC-JV-2026-00294","Mercury Bank","Note: The Kati Roll Company"
"2025-04-25","212004 - Mercury Credit Card (CP) - CO",0.00,40.60,"Journal Entry","ACC-JV-2026-00294","420083 - Team Meals - CO","Note: The Kati Roll Company"
"2025-04-24","450001 - Parking & Tolls - CO",25.05,0.00,"Journal Entry","ACC-JV-2026-00297","Mercury Bank","Note: NYC DOT"
"2025-04-24","212004 - Mercury Credit Card (CP) - CO",0.00,25.05,"Journal Entry","ACC-JV-2026-00297","450001 - Parking & Tolls - CO","Note: NYC DOT"
"2025-04-24","420092 - Postage - CO",24.50,0.00,"Journal Entry","ACC-JV-2026-00296","Mercury Bank","Note: STABLEarts"
"2025-04-24","212004 - Mercury Credit Card (CP) - CO",0.00,24.50,"Journal Entry","ACC-JV-2026-00296","420092 - Postage - CO","Note: STABLEarts"
"2025-04-24","434003 - Local Transportation - CO",11.20,0.00,"Journal Entry","ACC-JV-2026-00295","Mercury Bank","Note: NJ Transit"
"2025-04-24","212004 - Mercury Credit Card (CP) - CO",0.00,11.20,"Journal Entry","ACC-JV-2026-00295","434003 - Local Transportation - CO","Note: NJ Transit"
"2025-04-22","123001 - Intercompany Loans Receivable - CHP - CO",750.00,0.00,"Journal Entry","ACC-JV-2026-00303","Mercury Bank","Note: TMS Clinical Solutions"
"2025-04-22","212004 - Mercury Credit Card (CP) - CO",0.00,750.00,"Journal Entry","ACC-JV-2026-00303","Cameron Healthcare Partners LLC","Note: TMS Clinical Solutions"
"2025-04-30","212004 - Mercury Credit Card (CP) - CO",879.97,0.00,"Journal Entry","ACC-JV-2026-00304","111004 - Mercury Checking (CP-0942) - CO","Note: Mercury Credit Card IO AUTOPAY $879.97 (2025-04-30)"
"2025-04-30","111004 - Mercury Checking (CP-0942) - CO",0.00,879.97,"Journal Entry","ACC-JV-2026-00304","Mercury Bank","Note: Mercury Credit Card IO AUTOPAY $879.97 (2025-04-30)"
