Posting Date,Account,Debit,Credit,Voucher Type,Voucher No,Against,Remarks
"2025-03-19","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,32114.00,"Journal Entry","ACC-JV-2025-00001","112997 - Shareholder Advance Clearing Acct - CO","Note: Shareholder loan / advance to Cameron One formalizing and consolidating advances that have been made to date. Proceeds to fund both its own activities and subsidiary CHP."
"2025-03-19","112997 - Shareholder Advance Clearing Acct - CO",32114.00,0.00,"Journal Entry","ACC-JV-2025-00001","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO","Note: Shareholder loan / advance to Cameron One formalizing and consolidating advances that have been made to date. Proceeds to fund both its own activities and subsidiary CHP."
"2025-01-30","212004 - Mercury Credit Card (CP) - CO",0.00,443.00,"Expense Claim","HR-EXP-2025-00010","420002 - Building & Property Rent - CO,420083 - Team Meals - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,450001 - Parking & Tolls - CO,434003 - Local Transportation - CO,420002 - Building & Property Rent - CO,450001 - Parking & Tolls - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,420214 - Software & Apps - CO,420214 - Software & Apps - CO,420083 - Team Meals - CO,420083 - Team Meals - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,434003 - Local Transportation - CO,420214 - Software & Apps - CO,420092 - Postage - CO,420083 - Team Meals - CO",""
"2025-01-30","420002 - Building & Property Rent - CO",68.00,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","420083 - Team Meals - CO",115.49,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","434003 - Local Transportation - CO",181.54,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","450001 - Parking & Tolls - CO",7.30,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","434003 - Local Transportation - CO",2.90,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","420214 - Software & Apps - CO",25.95,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","420214 - Software & Apps - CO",17.32,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","420092 - Postage - CO",24.50,0.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","111008 - Mercury Credit (Clearing) - CO",0.00,443.00,"Expense Claim","HR-EXP-2025-00010","HR-EMP-00001",""
"2025-01-30","212004 - Mercury Credit Card (CP) - CO",443.00,0.00,"Expense Claim","HR-EXP-2025-00010","111008 - Mercury Credit (Clearing) - CO",""
"2025-01-30","212004 - Mercury Credit Card (CP) - CO",0.00,116.43,"Expense Claim","HR-EXP-2025-00011","420214 - Software & Apps - CO,420216 - Gov't & Related Filing Fees - CO",""
"2025-01-30","420214 - Software & Apps - CO",26.43,0.00,"Expense Claim","HR-EXP-2025-00011","HR-EMP-00002",""
"2025-01-30","420216 - Gov't & Related Filing Fees - CO",90.00,0.00,"Expense Claim","HR-EXP-2025-00011","HR-EMP-00002",""
"2025-01-30","111008 - Mercury Credit (Clearing) - CO",0.00,116.43,"Expense Claim","HR-EXP-2025-00011","HR-EMP-00002",""
"2025-01-30","212004 - Mercury Credit Card (CP) - CO",116.43,0.00,"Expense Claim","HR-EXP-2025-00011","111008 - Mercury Credit (Clearing) - CO",""
"2025-04-15","432002 - Tax Filing Fees - CO",17.96,0.00,"Journal Entry","ACC-JV-2025-00041","Mercury Bank",""
"2025-04-15","212004 - Mercury Credit Card (CP) - CO",0.00,17.96,"Journal Entry","ACC-JV-2025-00041","432002 - Tax Filing Fees - CO",""
"2025-04-16","212004 - Mercury Credit Card (CP) - CO",17.96,0.00,"Journal Entry","ACC-JV-2025-00040","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-16","111004 - Mercury Checking (CP-0942) - CO",0.00,17.96,"Journal Entry","ACC-JV-2025-00040","Mercury Bank",""
"2025-04-16","420214 - Software & Apps - CO",49.17,0.00,"Journal Entry","ACC-JV-2025-00039","Mercury Bank",""
"2025-04-16","212004 - Mercury Credit Card (CP) - CO",0.00,49.17,"Journal Entry","ACC-JV-2025-00039","420214 - Software & Apps - CO",""
"2025-04-17","212004 - Mercury Credit Card (CP) - CO",49.17,0.00,"Journal Entry","ACC-JV-2025-00038","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-17","111004 - Mercury Checking (CP-0942) - CO",0.00,49.17,"Journal Entry","ACC-JV-2025-00038","Mercury Bank",""
"2025-04-16","321001 - Credit Card Rewards - CO",0.00,0.27,"Journal Entry","ACC-JV-2025-00037","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-16","111004 - Mercury Checking (CP-0942) - CO",0.27,0.00,"Journal Entry","ACC-JV-2025-00037","321001 - Credit Card Rewards - CO",""
"2025-04-17","321001 - Credit Card Rewards - CO",0.00,0.74,"Journal Entry","ACC-JV-2025-00036","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-17","111004 - Mercury Checking (CP-0942) - CO",0.74,0.00,"Journal Entry","ACC-JV-2025-00036","321001 - Credit Card Rewards - CO",""
"2025-04-17","321001 - Credit Card Rewards - CO",0.00,0.74,"Journal Entry","ACC-JV-2025-00042","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-17","111004 - Mercury Checking (CP-0942) - CO",0.74,0.00,"Journal Entry","ACC-JV-2025-00042","321001 - Credit Card Rewards - CO",""
"2025-04-17","212004 - Mercury Credit Card (CP) - CO",49.17,0.00,"Journal Entry","ACC-JV-2025-00043","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-17","111004 - Mercury Checking (CP-0942) - CO",0.00,49.17,"Journal Entry","ACC-JV-2025-00043","Mercury Bank",""
"2025-04-16","420214 - Software & Apps - CO",49.17,0.00,"Journal Entry","ACC-JV-2025-00044","Mercury Bank",""
"2025-04-16","212004 - Mercury Credit Card (CP) - CO",0.00,49.17,"Journal Entry","ACC-JV-2025-00044","420214 - Software & Apps - CO",""
"2025-04-16","321001 - Credit Card Rewards - CO",0.00,0.27,"Journal Entry","ACC-JV-2025-00045","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-16","111004 - Mercury Checking (CP-0942) - CO",0.27,0.00,"Journal Entry","ACC-JV-2025-00045","321001 - Credit Card Rewards - CO",""
"2025-04-16","212004 - Mercury Credit Card (CP) - CO",17.96,0.00,"Journal Entry","ACC-JV-2025-00046","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-16","111004 - Mercury Checking (CP-0942) - CO",0.00,17.96,"Journal Entry","ACC-JV-2025-00046","Mercury Bank",""
"2025-04-15","432002 - Tax Filing Fees - CO",17.96,0.00,"Journal Entry","ACC-JV-2025-00047","Mercury Bank",""
"2025-04-15","212004 - Mercury Credit Card (CP) - CO",0.00,17.96,"Journal Entry","ACC-JV-2025-00047","432002 - Tax Filing Fees - CO",""
"2025-04-15","321001 - Credit Card Rewards - CO",0.00,0.12,"Journal Entry","ACC-JV-2025-00048","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-15","111004 - Mercury Checking (CP-0942) - CO",0.12,0.00,"Journal Entry","ACC-JV-2025-00048","321001 - Credit Card Rewards - CO",""
"2025-04-15","212004 - Mercury Credit Card (CP) - CO",8.18,0.00,"Journal Entry","ACC-JV-2025-00049","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-15","111004 - Mercury Checking (CP-0942) - CO",0.00,8.18,"Journal Entry","ACC-JV-2025-00049","Mercury Bank",""
"2025-04-14","420214 - Software & Apps - CO",8.18,0.00,"Journal Entry","ACC-JV-2025-00050","Mercury Bank",""
"2025-04-14","212004 - Mercury Credit Card (CP) - CO",0.00,8.18,"Journal Entry","ACC-JV-2025-00050","420214 - Software & Apps - CO",""
"2025-04-10","321001 - Credit Card Rewards - CO",0.00,0.65,"Journal Entry","ACC-JV-2025-00051","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-10","111004 - Mercury Checking (CP-0942) - CO",0.65,0.00,"Journal Entry","ACC-JV-2025-00051","321001 - Credit Card Rewards - CO",""
"2025-04-10","212004 - Mercury Credit Card (CP) - CO",43.98,0.00,"Journal Entry","ACC-JV-2025-00052","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-10","111004 - Mercury Checking (CP-0942) - CO",0.00,43.98,"Journal Entry","ACC-JV-2025-00052","Mercury Bank",""
"2025-04-09","420214 - Software & Apps - CO",12.98,0.00,"Journal Entry","ACC-JV-2025-00053","Mercury Bank",""
"2025-04-09","212004 - Mercury Credit Card (CP) - CO",0.00,12.98,"Journal Entry","ACC-JV-2025-00053","420214 - Software & Apps - CO",""
"2025-04-09","450001 - Parking & Tolls - CO",31.00,0.00,"Journal Entry","ACC-JV-2025-00054","Mercury Bank",""
"2025-04-09","212004 - Mercury Credit Card (CP) - CO",0.00,31.00,"Journal Entry","ACC-JV-2025-00054","450001 - Parking & Tolls - CO",""
"2025-04-08","420452 - Legal Fees - Neil Belloff - CO",3290.00,0.00,"Journal Entry","ACC-JV-2025-00055","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-08","111004 - Mercury Checking (CP-0942) - CO",0.00,3290.00,"Journal Entry","ACC-JV-2025-00055","420074 - Legal Fees - Neil Belloff - CO",""
"2025-04-07","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,15000.00,"Journal Entry","ACC-JV-2025-00056","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-07","111004 - Mercury Checking (CP-0942) - CO",15000.00,0.00,"Journal Entry","ACC-JV-2025-00056","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-04-05","321001 - Credit Card Rewards - CO",0.00,0.23,"Journal Entry","ACC-JV-2025-00057","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-05","111004 - Mercury Checking (CP-0942) - CO",0.23,0.00,"Journal Entry","ACC-JV-2025-00057","321001 - Credit Card Rewards - CO",""
"2025-04-05","212004 - Mercury Credit Card (CP) - CO",15.36,0.00,"Journal Entry","ACC-JV-2025-00058","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-05","111004 - Mercury Checking (CP-0942) - CO",0.00,15.36,"Journal Entry","ACC-JV-2025-00058","Mercury Bank",""
"2025-04-04","420214 - Software & Apps - CO",15.36,0.00,"Journal Entry","ACC-JV-2025-00059","Mercury Bank",""
"2025-04-04","212004 - Mercury Credit Card (CP) - CO",0.00,15.36,"Journal Entry","ACC-JV-2025-00059","420214 - Software & Apps - CO",""
"2025-04-04","321001 - Credit Card Rewards - CO",0.00,7.66,"Journal Entry","ACC-JV-2025-00060","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-04","111004 - Mercury Checking (CP-0942) - CO",7.66,0.00,"Journal Entry","ACC-JV-2025-00060","321001 - Credit Card Rewards - CO",""
"2025-04-04","212004 - Mercury Credit Card (CP) - CO",510.94,0.00,"Journal Entry","ACC-JV-2025-00061","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-04","111004 - Mercury Checking (CP-0942) - CO",0.00,510.94,"Journal Entry","ACC-JV-2025-00061","Mercury Bank",""
"2025-04-03","321001 - Credit Card Rewards - CO",0.00,0.73,"Journal Entry","ACC-JV-2025-00062","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-03","111004 - Mercury Checking (CP-0942) - CO",0.73,0.00,"Journal Entry","ACC-JV-2025-00062","321001 - Credit Card Rewards - CO",""
"2025-04-03","420221 - Indeed Expense - CO",510.94,0.00,"Journal Entry","ACC-JV-2025-00063","Mercury Bank",""
"2025-04-03","212004 - Mercury Credit Card (CP) - CO",0.00,510.94,"Journal Entry","ACC-JV-2025-00063","420221 - Indeed Expense - CO",""
"2025-04-03","212004 - Mercury Credit Card (CP) - CO",48.77,0.00,"Journal Entry","ACC-JV-2025-00064","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-03","111004 - Mercury Checking (CP-0942) - CO",0.00,48.77,"Journal Entry","ACC-JV-2025-00064","Mercury Bank",""
"2025-04-02","420214 - Software & Apps - CO",15.31,0.00,"Journal Entry","ACC-JV-2025-00065","Mercury Bank",""
"2025-04-02","212004 - Mercury Credit Card (CP) - CO",0.00,15.31,"Journal Entry","ACC-JV-2025-00065","420214 - Software & Apps - CO",""
"2025-04-02","420214 - Software & Apps - CO",33.46,0.00,"Journal Entry","ACC-JV-2025-00066","Mercury Bank",""
"2025-04-02","212004 - Mercury Credit Card (CP) - CO",0.00,33.46,"Journal Entry","ACC-JV-2025-00066","420214 - Software & Apps - CO",""
"2025-04-02","321001 - Credit Card Rewards - CO",0.00,0.25,"Journal Entry","ACC-JV-2025-00067","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-02","111004 - Mercury Checking (CP-0942) - CO",0.25,0.00,"Journal Entry","ACC-JV-2025-00067","321001 - Credit Card Rewards - CO",""
"2025-04-02","212004 - Mercury Credit Card (CP) - CO",16.34,0.00,"Journal Entry","ACC-JV-2025-00068","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-02","111004 - Mercury Checking (CP-0942) - CO",0.00,16.34,"Journal Entry","ACC-JV-2025-00068","Mercury Bank",""
"2025-04-01","420013 - Valuation Expenses - CO",1000.00,0.00,"Journal Entry","ACC-JV-2025-00069","111004 - Mercury Checking (CP-0942) - CO",""
"2025-04-01","111004 - Mercury Checking (CP-0942) - CO",0.00,1000.00,"Journal Entry","ACC-JV-2025-00069","420013 - Valuation Expenses - CO",""
"2025-04-01","420214 - Software & Apps - CO",16.34,0.00,"Journal Entry","ACC-JV-2025-00070","Mercury Bank",""
"2025-04-01","212004 - Mercury Credit Card (CP) - CO",0.00,16.34,"Journal Entry","ACC-JV-2025-00070","420214 - Software & Apps - CO",""
"2025-03-27","321001 - Credit Card Rewards - CO",0.00,1.50,"Journal Entry","ACC-JV-2025-00071","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-27","111004 - Mercury Checking (CP-0942) - CO",1.50,0.00,"Journal Entry","ACC-JV-2025-00071","321001 - Credit Card Rewards - CO",""
"2025-03-27","212004 - Mercury Credit Card (CP) - CO",100.00,0.00,"Journal Entry","ACC-JV-2025-00072","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-27","111004 - Mercury Checking (CP-0942) - CO",0.00,100.00,"Journal Entry","ACC-JV-2025-00072","Mercury Bank",""
"2025-03-26","420216 - Gov't & Related Filing Fees - CO",100.00,0.00,"Journal Entry","ACC-JV-2025-00073","Mercury Bank",""
"2025-03-26","212004 - Mercury Credit Card (CP) - CO",0.00,100.00,"Journal Entry","ACC-JV-2025-00073","420216 - Gov't & Related Filing Fees - CO",""
"2025-03-25","321001 - Credit Card Rewards - CO",0.00,0.37,"Journal Entry","ACC-JV-2025-00074","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-25","111004 - Mercury Checking (CP-0942) - CO",0.37,0.00,"Journal Entry","ACC-JV-2025-00074","321001 - Credit Card Rewards - CO",""
"2025-03-25","212004 - Mercury Credit Card (CP) - CO",24.50,0.00,"Journal Entry","ACC-JV-2025-00075","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-25","111004 - Mercury Checking (CP-0942) - CO",0.00,24.50,"Journal Entry","ACC-JV-2025-00075","Mercury Bank",""
"2025-03-24","420092 - Postage - CO",24.50,0.00,"Journal Entry","ACC-JV-2025-00076","Mercury Bank",""
"2025-03-24","212004 - Mercury Credit Card (CP) - CO",0.00,24.50,"Journal Entry","ACC-JV-2025-00076","420092 - Postage - CO",""
"2025-03-23","321001 - Credit Card Rewards - CO",0.00,0.55,"Journal Entry","ACC-JV-2025-00077","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-23","111004 - Mercury Checking (CP-0942) - CO",0.55,0.00,"Journal Entry","ACC-JV-2025-00077","321001 - Credit Card Rewards - CO",""
"2025-03-23","212004 - Mercury Credit Card (CP) - CO",36.34,0.00,"Journal Entry","ACC-JV-2025-00078","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-23","111004 - Mercury Checking (CP-0942) - CO",0.00,36.34,"Journal Entry","ACC-JV-2025-00078","Mercury Bank",""
"2025-03-22","420083 - Team Meals - CO",36.34,0.00,"Journal Entry","ACC-JV-2025-00079","Mercury Bank",""
"2025-03-22","212004 - Mercury Credit Card (CP) - CO",0.00,36.34,"Journal Entry","ACC-JV-2025-00079","420083 - Team Meals - CO",""
"2025-03-22","321001 - Credit Card Rewards - CO",0.00,0.70,"Journal Entry","ACC-JV-2025-00080","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-22","111004 - Mercury Checking (CP-0942) - CO",0.70,0.00,"Journal Entry","ACC-JV-2025-00080","321001 - Credit Card Rewards - CO",""
"2025-03-22","212004 - Mercury Credit Card (CP) - CO",46.85,0.00,"Journal Entry","ACC-JV-2025-00081","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-22","111004 - Mercury Checking (CP-0942) - CO",0.00,46.85,"Journal Entry","ACC-JV-2025-00081","Mercury Bank",""
"2025-03-21","420083 - Team Meals - CO",46.85,0.00,"Journal Entry","ACC-JV-2025-00082","Mercury Bank",""
"2025-03-21","212004 - Mercury Credit Card (CP) - CO",0.00,46.85,"Journal Entry","ACC-JV-2025-00082","420083 - Team Meals - CO",""
"2025-03-20","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,5000.00,"Journal Entry","ACC-JV-2025-00083","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-20","111004 - Mercury Checking (CP-0942) - CO",5000.00,0.00,"Journal Entry","ACC-JV-2025-00083","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-03-20","321001 - Credit Card Rewards - CO",0.00,1.08,"Journal Entry","ACC-JV-2025-00084","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-20","111004 - Mercury Checking (CP-0942) - CO",1.08,0.00,"Journal Entry","ACC-JV-2025-00084","321001 - Credit Card Rewards - CO",""
"2025-03-20","212004 - Mercury Credit Card (CP) - CO",72.41,0.00,"Journal Entry","ACC-JV-2025-00085","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-20","111004 - Mercury Checking (CP-0942) - CO",0.00,72.41,"Journal Entry","ACC-JV-2025-00085","Mercury Bank",""
"2025-03-19","420083 - Team Meals - CO",34.30,0.00,"Journal Entry","ACC-JV-2025-00086","Mercury Bank",""
"2025-03-19","212004 - Mercury Credit Card (CP) - CO",0.00,34.30,"Journal Entry","ACC-JV-2025-00086","420083 - Team Meals - CO",""
"2025-03-19","420214 - Software & Apps - CO",38.11,0.00,"Journal Entry","ACC-JV-2025-00087","Mercury Bank",""
"2025-03-19","212004 - Mercury Credit Card (CP) - CO",0.00,38.11,"Journal Entry","ACC-JV-2025-00087","420214 - Software & Apps - CO",""
"2025-03-19","321001 - Credit Card Rewards - CO",0.00,1.68,"Journal Entry","ACC-JV-2025-00088","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-19","111004 - Mercury Checking (CP-0942) - CO",1.68,0.00,"Journal Entry","ACC-JV-2025-00088","321001 - Credit Card Rewards - CO",""
"2025-03-19","212004 - Mercury Credit Card (CP) - CO",111.51,0.00,"Journal Entry","ACC-JV-2025-00089","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-19","111004 - Mercury Checking (CP-0942) - CO",0.00,111.51,"Journal Entry","ACC-JV-2025-00089","Mercury Bank",""
"2025-03-18","420012 - IT Consulting - CO",110.43,0.00,"Journal Entry","ACC-JV-2025-00090","Mercury Bank",""
"2025-03-18","212004 - Mercury Credit Card (CP) - CO",0.00,110.43,"Journal Entry","ACC-JV-2025-00090","420012 - IT Consulting - CO",""
"2025-03-18","420214 - Software & Apps - CO",1.08,0.00,"Journal Entry","ACC-JV-2025-00091","Mercury Bank",""
"2025-03-18","212004 - Mercury Credit Card (CP) - CO",0.00,1.08,"Journal Entry","ACC-JV-2025-00091","420214 - Software & Apps - CO",""
"2025-03-15","321001 - Credit Card Rewards - CO",0.00,0.14,"Journal Entry","ACC-JV-2025-00092","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-15","111004 - Mercury Checking (CP-0942) - CO",0.14,0.00,"Journal Entry","ACC-JV-2025-00092","321001 - Credit Card Rewards - CO",""
"2025-03-15","212004 - Mercury Credit Card (CP) - CO",9.26,0.00,"Journal Entry","ACC-JV-2025-00093","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-15","111004 - Mercury Checking (CP-0942) - CO",0.00,9.26,"Journal Entry","ACC-JV-2025-00093","Mercury Bank",""
"2025-03-14","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",0.00,2500.00,"Journal Entry","ACC-JV-2025-00094","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-14","111004 - Mercury Checking (CP-0942) - CO",2500.00,0.00,"Journal Entry","ACC-JV-2025-00094","215002 - Due/From Owner Short Term (Jonathan Venuto) - CO",""
"2025-03-14","420214 - Software & Apps - CO",1.08,0.00,"Journal Entry","ACC-JV-2025-00095","Mercury Bank",""
"2025-03-14","212004 - Mercury Credit Card (CP) - CO",0.00,1.08,"Journal Entry","ACC-JV-2025-00095","420214 - Software & Apps - CO",""
"2025-03-14","420214 - Software & Apps - CO",8.18,0.00,"Journal Entry","ACC-JV-2025-00096","Mercury Bank",""
"2025-03-14","212004 - Mercury Credit Card (CP) - CO",0.00,8.18,"Journal Entry","ACC-JV-2025-00096","420214 - Software & Apps - CO",""
"2025-03-13","321001 - Credit Card Rewards - CO",0.00,9.92,"Journal Entry","ACC-JV-2025-00097","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-13","111004 - Mercury Checking (CP-0942) - CO",9.92,0.00,"Journal Entry","ACC-JV-2025-00097","321001 - Credit Card Rewards - CO",""
"2025-03-13","212004 - Mercury Credit Card (CP) - CO",660.84,0.00,"Journal Entry","ACC-JV-2025-00098","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-13","111004 - Mercury Checking (CP-0942) - CO",0.00,660.84,"Journal Entry","ACC-JV-2025-00098","Mercury Bank",""
"2025-03-12","434003 - Local Transportation - CO",17.75,0.00,"Journal Entry","ACC-JV-2025-00099","Mercury Bank",""
"2025-03-12","212004 - Mercury Credit Card (CP) - CO",0.00,17.75,"Journal Entry","ACC-JV-2025-00099","434003 - Local Transportation - CO",""
"2025-03-12","434003 - Local Transportation - CO",24.00,0.00,"Journal Entry","ACC-JV-2025-00100","Mercury Bank",""
"2025-03-12","212004 - Mercury Credit Card (CP) - CO",0.00,24.00,"Journal Entry","ACC-JV-2025-00100","434003 - Local Transportation - CO",""
"2025-03-12","420221 - Indeed Expense - CO",554.63,0.00,"Journal Entry","ACC-JV-2025-00101","Mercury Bank",""
"2025-03-12","212004 - Mercury Credit Card (CP) - CO",0.00,554.63,"Journal Entry","ACC-JV-2025-00101","420221 - Indeed Expense - CO",""
"2025-03-12","420452 - Legal Fees - Neil Belloff - CO",2345.00,0.00,"Journal Entry","ACC-JV-2025-00102","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-12","111004 - Mercury Checking (CP-0942) - CO",0.00,2345.00,"Journal Entry","ACC-JV-2025-00102","420074 - Legal Fees - Neil Belloff - CO",""
"2025-03-12","420083 - Team Meals - CO",64.46,0.00,"Journal Entry","ACC-JV-2025-00103","Mercury Bank",""
"2025-03-12","212004 - Mercury Credit Card (CP) - CO",0.00,64.46,"Journal Entry","ACC-JV-2025-00103","420083 - Team Meals - CO",""
"2025-03-11","420013 - Valuation Expenses - CO",1000.00,0.00,"Journal Entry","ACC-JV-2025-00104","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-11","111004 - Mercury Checking (CP-0942) - CO",0.00,1000.00,"Journal Entry","ACC-JV-2025-00104","420013 - Valuation Expenses - CO",""
"2025-03-11","321001 - Credit Card Rewards - CO",0.00,0.30,"Journal Entry","ACC-JV-2025-00105","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-11","111004 - Mercury Checking (CP-0942) - CO",0.30,0.00,"Journal Entry","ACC-JV-2025-00105","321001 - Credit Card Rewards - CO",""
"2025-03-11","212004 - Mercury Credit Card (CP) - CO",20.00,0.00,"Journal Entry","ACC-JV-2025-00106","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-11","111004 - Mercury Checking (CP-0942) - CO",0.00,20.00,"Journal Entry","ACC-JV-2025-00106","Mercury Bank",""
"2025-03-10","321001 - Credit Card Rewards - CO",0.00,0.19,"Journal Entry","ACC-JV-2025-00107","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-10","111004 - Mercury Checking (CP-0942) - CO",0.19,0.00,"Journal Entry","ACC-JV-2025-00107","321001 - Credit Card Rewards - CO",""
"2025-03-10","420214 - Software & Apps - CO",20.00,0.00,"Journal Entry","ACC-JV-2025-00108","Mercury Bank",""
"2025-03-10","212004 - Mercury Credit Card (CP) - CO",0.00,20.00,"Journal Entry","ACC-JV-2025-00108","420214 - Software & Apps - CO",""
"2025-03-10","212004 - Mercury Credit Card (CP) - CO",12.98,0.00,"Journal Entry","ACC-JV-2025-00109","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-10","111004 - Mercury Checking (CP-0942) - CO",0.00,12.98,"Journal Entry","ACC-JV-2025-00109","Mercury Bank",""
"2025-03-09","420214 - Software & Apps - CO",12.98,0.00,"Journal Entry","ACC-JV-2025-00110","Mercury Bank",""
"2025-03-09","212004 - Mercury Credit Card (CP) - CO",0.00,12.98,"Journal Entry","ACC-JV-2025-00110","420214 - Software & Apps - CO",""
"2025-03-06","321001 - Credit Card Rewards - CO",0.00,8.18,"Journal Entry","ACC-JV-2025-00111","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-06","111004 - Mercury Checking (CP-0942) - CO",8.18,0.00,"Journal Entry","ACC-JV-2025-00111","321001 - Credit Card Rewards - CO",""
"2025-03-06","212004 - Mercury Credit Card (CP) - CO",545.01,0.00,"Journal Entry","ACC-JV-2025-00112","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-06","111004 - Mercury Checking (CP-0942) - CO",0.00,545.01,"Journal Entry","ACC-JV-2025-00112","Mercury Bank",""
"2025-03-05","420216 - Gov't & Related Filing Fees - CO",650.00,0.00,"Journal Entry","ACC-JV-2025-00113","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-05","111004 - Mercury Checking (CP-0942) - CO",0.00,650.00,"Journal Entry","ACC-JV-2025-00113","420216 - Gov't & Related Filing Fees - CO",""
"2025-03-05","420221 - Indeed Expense - CO",545.01,0.00,"Journal Entry","ACC-JV-2025-00114","Mercury Bank",""
"2025-03-05","212004 - Mercury Credit Card (CP) - CO",0.00,545.01,"Journal Entry","ACC-JV-2025-00114","420221 - Indeed Expense - CO",""
"2025-03-04","321001 - Credit Card Rewards - CO",0.00,0.56,"Journal Entry","ACC-JV-2025-00115","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-04","111004 - Mercury Checking (CP-0942) - CO",0.56,0.00,"Journal Entry","ACC-JV-2025-00115","321001 - Credit Card Rewards - CO",""
"2025-03-04","212004 - Mercury Credit Card (CP) - CO",37.20,0.00,"Journal Entry","ACC-JV-2025-00116","111004 - Mercury Checking (CP-0942) - CO",""
"2025-03-04","111004 - Mercury Checking (CP-0942) - CO",0.00,37.20,"Journal Entry","ACC-JV-2025-00116","Mercury Bank",""
"2025-03-03","420221 - Indeed Expense - CO",37.20,0.00,"Journal Entry","ACC-JV-2025-00117","Mercury Bank",""
"2025-03-03","212004 - Mercury Credit Card (CP) - CO",0.00,37.20,"Journal Entry","ACC-JV-2025-00117","420221 - Indeed Expense - CO",""
